ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2023-10-01 22:00:00+00:00,33,1,4939,-74.8,-74.8,-74.8,-74.8,1,MGCZ3-MGCQ4
2023-10-01 22:00:00+00:00,33,1,1798,1938.7,1938.7,1938.7,1938.7,1,MGCQ4
2023-10-01 22:00:00+00:00,33,1,180047,-92.6,-92.6,-92.6,-92.6,1,MGCZ3-MGCV4
2023-10-01 22:00:00+00:00,33,1,35696,1864.6,1864.7,1862.7,1863.4,221,MGCZ3
2023-10-01 22:00:00+00:00,33,1,33111,1956.5,1956.5,1956.5,1956.5,1,MGCV4
2023-10-01 22:01:00+00:00,33,1,35696,1863.8,1864.4,1863.8,1864.1,29,MGCZ3
2023-10-01 22:02:00+00:00,33,1,42107,1883.6,1883.6,1883.6,1883.6,2,MGCG4
2023-10-01 22:02:00+00:00,33,1,44266,-19.4,-19.4,-19.4,-19.4,2,MGCZ3-MGCG4
2023-10-01 22:02:00+00:00,33,1,35696,1864.0,1864.2,1863.5,1863.5,31,MGCZ3
2023-10-01 22:03:00+00:00,33,1,35696,1863.6,1864.1,1863.3,1863.5,53,MGCZ3
2023-10-01 22:04:00+00:00,33,1,35696,1863.2,1863.7,1863.1,1863.1,29,MGCZ3
2023-10-01 22:05:00+00:00,33,1,35696,1863.1,1863.5,1862.7,1863.0,89,MGCZ3
2023-10-01 22:06:00+00:00,33,1,35696,1863.1,1863.7,1862.9,1863.7,29,MGCZ3
2023-10-01 22:07:00+00:00,33,1,35696,1863.8,1864.1,1863.5,1864.0,26,MGCZ3
2023-10-01 22:08:00+00:00,33,1,35696,1864.0,1864.0,1863.8,1864.0,11,MGCZ3
2023-10-01 22:08:00+00:00,33,1,44266,-19.2,-19.2,-19.2,-19.2,1,MGCZ3-MGCG4
2023-10-01 22:08:00+00:00,33,1,42107,1883.2,1883.2,1883.2,1883.2,1,MGCG4
2023-10-01 22:09:00+00:00,33,1,35696,1863.9,1863.9,1863.6,1863.6,4,MGCZ3
