ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2019-12-01 23:00:00+00:00,33,1,108256,1470.2,1471.2,1468.7,1469.6,78,MGCG0
2019-12-01 23:01:00+00:00,33,1,108256,1469.4,1469.4,1468.7,1468.7,13,MGCG0
2019-12-01 23:02:00+00:00,33,1,108256,1468.8,1469.0,1468.5,1468.5,23,MGCG0
2019-12-01 23:03:00+00:00,33,1,731,1473.8,1473.8,1473.7,1473.7,6,MGCJ0
2019-12-01 23:03:00+00:00,33,1,41916,-5.2,-5.2,-5.2,-5.2,6,MGCG0-MGCJ0
2019-12-01 23:03:00+00:00,33,1,108256,1468.6,1468.6,1468.4,1468.5,19,MGCG0
2019-12-01 23:04:00+00:00,33,1,108256,1468.6,1469.0,1468.6,1469.0,22,MGCG0
2019-12-01 23:04:00+00:00,33,1,41916,-5.2,-5.2,-5.2,-5.2,4,MGCG0-MGCJ0
2019-12-01 23:04:00+00:00,33,1,731,1473.8,1473.9,1473.8,1473.9,4,MGCJ0
2019-12-01 23:05:00+00:00,33,1,108256,1468.9,1469.0,1468.5,1468.8,28,MGCG0
2019-12-01 23:05:00+00:00,33,1,41916,-5.2,-5.2,-5.2,-5.2,1,MGCG0-MGCJ0
2019-12-01 23:05:00+00:00,33,1,731,1473.9,1473.9,1473.9,1473.9,1,MGCJ0
2019-12-01 23:06:00+00:00,33,1,108256,1468.6,1468.6,1467.8,1467.8,27,MGCG0
2019-12-01 23:07:00+00:00,33,1,108256,1468.2,1468.4,1468.1,1468.4,14,MGCG0
2019-12-01 23:08:00+00:00,33,1,108256,1468.2,1468.5,1468.2,1468.4,9,MGCG0
2019-12-01 23:09:00+00:00,33,1,108256,1468.4,1468.4,1468.3,1468.4,6,MGCG0
2019-12-01 23:10:00+00:00,33,1,108256,1468.3,1468.3,1468.2,1468.2,12,MGCG0
2019-12-01 23:10:00+00:00,33,1,731,1473.7,1473.7,1473.7,1473.7,1,MGCJ0
2019-12-01 23:10:00+00:00,33,1,41916,-5.4,-5.4,-5.4,-5.4,1,MGCG0-MGCJ0
2019-12-01 23:11:00+00:00,33,1,108256,1468.1,1468.3,1468.1,1468.2,9,MGCG0
2019-12-01 23:12:00+00:00,33,1,108256,1468.1,1468.8,1467.9,1468.4,29,MGCG0
2019-12-01 23:13:00+00:00,33,1,108256,1468.0,1468.0,1467.9,1468.0,10,MGCG0
2019-12-01 23:14:00+00:00,33,1,108256,1468.0,1468.5,1468.0,1468.2,13,MGCG0
2019-12-01 23:15:00+00:00,33,1,108256,1468.0,1468.1,1467.9,1468.1,8,MGCG0
2019-12-01 23:15:00+00:00,33,1,19055,-7.0,-7.0,-7.0,-7.0,2,MGCZ9-MGCG0
2019-12-01 23:16:00+00:00,33,1,41916,-5.4,-5.4,-5.4,-5.4,1,MGCG0-MGCJ0
2019-12-01 23:16:00+00:00,33,1,108256,1468.0,1468.0,1467.8,1467.8,15,MGCG0
2019-12-01 23:16:00+00:00,33,1,731,1473.4,1473.4,1473.4,1473.4,1,MGCJ0
2019-12-01 23:17:00+00:00,33,1,108256,1467.8,1467.9,1467.8,1467.9,4,MGCG0
2019-12-01 23:18:00+00:00,33,1,108256,1467.9,1468.2,1467.9,1468.2,13,MGCG0
2019-12-01 23:19:00+00:00,33,1,108256,1468.3,1468.7,1468.3,1468.4,9,MGCG0
2019-12-01 23:20:00+00:00,33,1,108256,1468.3,1468.6,1468.2,1468.3,9,MGCG0
2019-12-01 23:21:00+00:00,33,1,108256,1468.6,1468.6,1468.6,1468.6,1,MGCG0
2019-12-01 23:22:00+00:00,33,1,108256,1468.6,1468.8,1468.6,1468.8,9,MGCG0
2019-12-01 23:23:00+00:00,33,1,108256,1468.5,1468.5,1468.5,1468.5,1,MGCG0
2019-12-01 23:24:00+00:00,33,1,108256,1468.7,1468.7,1468.6,1468.6,6,MGCG0
2019-12-01 23:25:00+00:00,33,1,108256,1468.6,1468.6,1468.1,1468.1,7,MGCG0
2019-12-01 23:26:00+00:00,33,1,108256,1468.1,1468.3,1468.1,1468.1,5,MGCG0
2019-12-01 23:27:00+00:00,33,1,108256,1468.2,1468.5,1468.2,1468.5,3,MGCG0
2019-12-01 23:28:00+00:00,33,1,108256,1468.4,1468.5,1468.4,1468.5,2,MGCG0
2019-12-01 23:29:00+00:00,33,1,108256,1468.5,1468.5,1468.5,1468.5,4,MGCG0
2019-12-01 23:30:00+00:00,33,1,108256,1468.5,1468.6,1468.5,1468.5,5,MGCG0
