ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2019-01-01 23:00:00+00:00,33,1,658,1284.7,1284.7,1284.3,1284.3,5,MGCG9
2019-01-01 23:01:00+00:00,33,1,658,1284.4,1284.4,1284.3,1284.3,6,MGCG9
2019-01-01 23:02:00+00:00,33,1,658,1284.0,1284.0,1284.0,1284.0,1,MGCG9
2019-01-01 23:03:00+00:00,33,1,658,1284.1,1284.1,1284.1,1284.1,2,MGCG9
2019-01-01 23:04:00+00:00,33,1,658,1284.0,1284.0,1283.7,1283.7,4,MGCG9
2019-01-01 23:05:00+00:00,33,1,658,1283.6,1283.6,1283.6,1283.6,9,MGCG9
2019-01-01 23:06:00+00:00,33,1,658,1283.5,1283.5,1283.5,1283.5,3,MGCG9
2019-01-01 23:07:00+00:00,33,1,658,1283.7,1283.7,1283.7,1283.7,1,MGCG9
2019-01-01 23:08:00+00:00,33,1,658,1283.7,1283.9,1283.7,1283.9,3,MGCG9
2019-01-01 23:11:00+00:00,33,1,658,1284.0,1284.1,1284.0,1284.0,21,MGCG9
2019-01-01 23:12:00+00:00,33,1,658,1284.0,1284.0,1283.8,1283.8,4,MGCG9
2019-01-01 23:13:00+00:00,33,1,658,1283.7,1283.7,1283.7,1283.7,1,MGCG9
2019-01-01 23:14:00+00:00,33,1,658,1283.7,1283.7,1283.7,1283.7,2,MGCG9
2019-01-01 23:15:00+00:00,33,1,658,1283.6,1283.6,1283.3,1283.3,5,MGCG9
2019-01-01 23:17:00+00:00,33,1,658,1283.3,1283.3,1283.2,1283.2,12,MGCG9
2019-01-01 23:18:00+00:00,33,1,73931,-19.2,-19.2,-19.2,-19.2,2,MGCG9-MGCQ9
2019-01-01 23:18:00+00:00,33,1,658,1283.3,1283.4,1283.3,1283.4,3,MGCG9
2019-01-01 23:18:00+00:00,33,1,36309,1302.6,1302.6,1302.6,1302.6,2,MGCQ9
2019-01-01 23:19:00+00:00,33,1,658,1283.3,1283.3,1283.3,1283.3,1,MGCG9
2019-01-01 23:20:00+00:00,33,1,658,1283.3,1283.3,1283.3,1283.3,12,MGCG9
2019-01-01 23:21:00+00:00,33,1,658,1283.2,1283.2,1283.1,1283.1,7,MGCG9
